Tick,RunF64,RunF32,RunI64,RunI32
M:1 N:1,8e-07,1.96e-06,1.14e-06,6.1e-07
M:2 N:1,6.7e-07,7e-07,7e-07,7e-07
M:2 N:2,7e-07,7e-07,7.2e-07,7e-07
M:3 N:1,7e-07,7e-07,6.9e-07,7.4e-07
M:3 N:2,7.1e-07,7e-07,7.1e-07,7.1e-07
M:3 N:3,7.3e-07,7.3e-07,7.5e-07,7.5e-07
M:4 N:1,7.1e-07,7.7e-07,7.6e-07,7.9e-07
M:4 N:2,7.9e-07,8.2e-07,8.8e-07,8.8e-07
M:4 N:3,8e-07,8.3e-07,8e-07,8.5e-07
M:4 N:4,7.9e-07,8e-07,7.6e-07,7.6e-07
M:5 N:1,7.8e-07,7.9e-07,8.3e-07,8.2e-07
M:5 N:2,8e-07,8.1e-07,8.5e-07,8.6e-07
M:5 N:3,8.9e-07,8.5e-07,1.06e-06,9.4e-07
M:5 N:4,8.8e-07,8.4e-07,8.5e-07,8.7e-07
M:5 N:5,9.6e-07,9.2e-07,8.9e-07,8.9e-07
M:6 N:1,8.6e-07,8.7e-07,8.8e-07,8.9e-07
M:6 N:2,8.8e-07,8.8e-07,9.6e-07,9.4e-07
M:6 N:3,9.5e-07,1.29e-06,9.6e-07,9.4e-07
M:6 N:4,9.2e-07,9.6e-07,9.7e-07,1.04e-06
M:6 N:5,9.6e-07,1.08e-06,1.04e-06,1.18e-06
M:6 N:6,1.03e-06,1.1e-06,1.07e-06,1.06e-06
M:7 N:1,9.2e-07,9.2e-07,1e-06,9e-07
M:7 N:2,1.01e-06,9.7e-07,1.01e-06,1.05e-06
M:7 N:3,1.04e-06,1.09e-06,1.09e-06,9e-07
M:7 N:4,9.6e-07,1.08e-06,1.08e-06,1.11e-06
M:7 N:5,1.14e-06,1.17e-06,1.28e-06,1.19e-06
M:7 N:6,1.16e-06,1.17e-06,1.21e-06,1.18e-06
M:7 N:7,1.21e-06,1.28e-06,1.23e-06,1.17e-06
M:8 N:1,8.9e-07,9.1e-07,1.03e-06,9.5e-07
M:8 N:2,9e-07,1.01e-06,1.02e-06,1.05e-06
M:8 N:3,9.6e-07,1.09e-06,1.18e-06,1.15e-06
M:8 N:4,1.13e-06,1.09e-06,1.33e-06,1.31e-06
M:8 N:5,1.15e-06,1.16e-06,1.42e-06,1.32e-06
M:8 N:6,1.19e-06,1.24e-06,1.57e-06,1.4e-06
M:8 N:7,1.28e-06,1.35e-06,1.57e-06,1.51e-06
M:8 N:8,1.26e-06,1.22e-06,1.62e-06,1.38e-06
M:9 N:1,9.6e-07,9.6e-07,1e-06,1.04e-06
M:9 N:2,1.04e-06,1.03e-06,1.19e-06,1.17e-06
M:9 N:3,1.13e-06,1.26e-06,1.29e-06,1.34e-06
M:9 N:4,1.17e-06,1.17e-06,1.56e-06,1.44e-06
M:9 N:5,1.25e-06,1.37e-06,1.56e-06,1.68e-06
M:9 N:6,1.26e-06,1.3e-06,1.74e-06,1.64e-06
M:9 N:7,1.41e-06,1.66e-06,1.75e-06,1.78e-06
M:9 N:8,1.38e-06,1.47e-06,1.6e-06,1.66e-06
M:9 N:9,1.48e-06,1.59e-06,1.53e-06,1.67e-06
M:10 N:1,1.02e-06,1e-06,1.07e-06,1.05e-06
M:10 N:2,1.15e-06,1.22e-06,1.24e-06,1.35e-06
M:10 N:3,1.24e-06,1.29e-06,1.41e-06,1.4e-06
M:10 N:4,1.35e-06,1.34e-06,1.7e-06,1.7e-06
M:10 N:5,1.37e-06,1.54e-06,1.71e-06,1.85e-06
M:10 N:6,1.5e-06,1.56e-06,1.87e-06,1.86e-06
M:10 N:7,1.51e-06,1.72e-06,1.85e-06,2e-06
M:10 N:8,1.6e-06,1.91e-06,1.99e-06,1.96e-06
M:10 N:9,1.62e-06,1.9e-06,2.05e-06,2.11e-06
M:10 N:10,1.72e-06,1.84e-06,1.97e-06,1.85e-06
M:11 N:1,1.02e-06,1.14e-06,1.16e-06,1.25e-06
M:11 N:2,1.24e-06,1.26e-06,1.41e-06,1.41e-06
M:11 N:3,1.28e-06,1.39e-06,1.49e-06,1.5e-06
M:11 N:4,1.45e-06,1.5e-06,1.87e-06,1.85e-06
M:11 N:5,1.45e-06,1.7e-06,1.86e-06,1.84e-06
M:11 N:6,1.58e-06,1.62e-06,1.92e-06,2e-06
M:11 N:7,2.83e-06,1.8e-06,2e-06,2.1e-06
M:11 N:8,1.82e-06,1.89e-06,2.23e-06,2.26e-06
M:11 N:9,1.72e-06,2.14e-06,2.14e-06,2.34e-06
M:11 N:10,1.91e-06,2.03e-06,2.37e-06,1.9e-06
M:11 N:11,2.53e-06,2.07e-06,2.11e-06,2.1e-06
M:12 N:1,1.14e-06,1.2e-06,1.21e-06,1.32e-06
M:12 N:2,1.26e-06,1.33e-06,1.42e-06,1.45e-06
M:12 N:3,1.45e-06,1.6e-06,1.75e-06,1.66e-06
M:12 N:4,1.43e-06,1.48e-06,1.79e-06,1.81e-06
M:12 N:5,1.51e-06,1.79e-06,1.84e-06,2.01e-06
M:12 N:6,1.63e-06,1.79e-06,1.96e-06,2.09e-06
M:12 N:7,1.65e-06,2.02e-06,2.04e-06,2.24e-06
M:12 N:8,1.84e-06,2.25e-06,2.23e-06,2.33e-06
M:12 N:9,2.1e-06,2.23e-06,2.39e-06,2.36e-06
M:12 N:10,1.97e-06,2.24e-06,2.7e-06,2.7e-06
M:12 N:11,2.08e-06,2.3e-06,2.93e-06,2.72e-06
M:12 N:12,2.13e-06,2.4e-06,2.27e-06,2.35e-06
M:13 N:1,1.26e-06,1.24e-06,1.37e-06,1.43e-06
M:13 N:2,1.41e-06,1.48e-06,1.61e-06,1.7e-06
M:13 N:3,1.56e-06,1.62e-06,1.82e-06,1.85e-06
M:13 N:4,1.63e-06,1.74e-06,2.01e-06,2.1e-06
M:13 N:5,1.73e-06,2.23e-06,2.12e-06,2.27e-06
M:13 N:6,1.87e-06,1.99e-06,2.32e-06,2.44e-06
M:13 N:7,2.07e-06,2.39e-06,2.45e-06,2.61e-06
M:13 N:8,2.13e-06,2.43e-06,2.56e-06,2.47e-06
M:13 N:9,2.17e-06,2.82e-06,2.6e-06,2.67e-06
M:13 N:10,2.38e-06,2.7e-06,2.92e-06,2.99e-06
M:13 N:11,2.52e-06,3.09e-06,3.04e-06,3.64e-06
M:13 N:12,2.53e-06,2.59e-06,3.44e-06,2.55e-06
M:13 N:13,2.8e-06,2.51e-06,2.63e-06,2.59e-06
M:14 N:1,1.26e-06,1.16e-06,1.36e-06,1.35e-06
M:14 N:2,1.68e-06,1.49e-06,1.58e-06,1.64e-06
M:14 N:3,1.57e-06,1.72e-06,1.81e-06,1.79e-06
M:14 N:4,1.74e-06,1.84e-06,1.96e-06,2.07e-06
M:14 N:5,1.87e-06,2.25e-06,2.2e-06,2.25e-06
M:14 N:6,1.99e-06,2.97e-06,2.34e-06,2.38e-06
M:14 N:7,2.08e-06,2.47e-06,2.69e-06,2.69e-06
M:14 N:8,2.22e-06,2.47e-06,2.76e-06,2.86e-06
M:14 N:9,2.27e-06,2.67e-06,2.72e-06,2.99e-06
M:14 N:10,2.54e-06,2.86e-06,3.2e-06,3.03e-06
M:14 N:11,2.6e-06,3.03e-06,3.05e-06,3.11e-06
M:14 N:12,2.74e-06,3.17e-06,4.01e-06,3.26e-06
M:14 N:13,3.52e-06,3.49e-06,3.2e-06,3.64e-06
M:14 N:14,3.06e-06,3.36e-06,3.22e-06,8.59e-06
M:15 N:1,1.42e-06,1.43e-06,1.49e-06,1.53e-06
M:15 N:2,1.48e-06,1.68e-06,1.67e-06,1.77e-06
M:15 N:3,1.72e-06,1.83e-06,2.26e-06,1.91e-06
M:15 N:4,1.82e-06,1.94e-06,2.09e-06,2.22e-06
M:15 N:5,1.94e-06,2.17e-06,2.33e-06,2.53e-06
M:15 N:6,2.13e-06,2.29e-06,2.57e-06,2.67e-06
M:15 N:7,2.34e-06,2.57e-06,2.8e-06,3.03e-06
M:15 N:8,2.39e-06,2.74e-06,2.79e-06,2.98e-06
M:15 N:9,2.75e-06,3.18e-06,3e-06,2.96e-06
M:15 N:10,2.73e-06,3.11e-06,2.88e-06,3.03e-06
M:15 N:11,2.8e-06,3.24e-06,3.27e-06,3.09e-06
M:15 N:12,2.95e-06,3.48e-06,3.15e-06,3.39e-06
M:15 N:13,2.97e-06,4.69e-06,3.19e-06,3.59e-06
M:15 N:14,3.24e-06,3.62e-06,3.49e-06,3.43e-06
M:15 N:15,3.52e-06,4.15e-06,3.93e-06,3.64e-06
M:16 N:1,1.38e-06,1.39e-06,1.31e-06,1.62e-06
M:16 N:2,1.56e-06,1.72e-06,1.55e-06,1.75e-06
M:16 N:3,1.8e-06,1.98e-06,1.75e-06,1.91e-06
M:16 N:4,2e-06,2.07e-06,1.96e-06,2.06e-06
M:16 N:5,2.34e-06,2.45e-06,2.28e-06,2.74e-06
M:16 N:6,2.38e-06,2.42e-06,2.3e-06,2.4e-06
M:16 N:7,2.47e-06,2.83e-06,2.44e-06,2.68e-06
M:16 N:8,2.97e-06,3.31e-06,2.79e-06,2.62e-06
M:16 N:9,2.87e-06,3.35e-06,2.74e-06,2.99e-06
M:16 N:10,3.05e-06,3.62e-06,2.86e-06,3.15e-06
M:16 N:11,3.21e-06,3.26e-06,3.92e-06,2.95e-06
M:16 N:12,3.2e-06,3.38e-06,2.86e-06,3.07e-06
M:16 N:13,3.72e-06,4.13e-06,3.6e-06,3.75e-06
M:16 N:14,3.71e-06,3.92e-06,4.96e-06,3.46e-06
M:16 N:15,3.92e-06,4.49e-06,3.74e-06,4.11e-06
M:16 N:16,4.18e-06,4.71e-06,3.92e-06,4.32e-06
M:17 N:1,1.5e-06,1.42e-06,1.51e-06,1.59e-06
M:17 N:2,1.74e-06,1.67e-06,1.68e-06,2.06e-06
M:17 N:3,1.91e-06,2.26e-06,1.89e-06,2.12e-06
M:17 N:4,2.07e-06,2.18e-06,2.02e-06,2.24e-06
M:17 N:5,2.33e-06,2.65e-06,2.22e-06,2.54e-06
M:17 N:6,2.5e-06,2.72e-06,2.7e-06,2.62e-06
M:17 N:7,2.69e-06,3.14e-06,2.89e-06,2.91e-06
M:17 N:8,2.89e-06,3.43e-06,2.79e-06,2.99e-06
M:17 N:9,3.06e-06,3.64e-06,3e-06,3.33e-06
M:17 N:10,3.59e-06,3.73e-06,2.99e-06,3.28e-06
M:17 N:11,3.43e-06,3.99e-06,3.29e-06,3.68e-06
M:17 N:12,3.7e-06,4.03e-06,4.11e-06,3.52e-06
M:17 N:13,4.24e-06,4.24e-06,3.48e-06,3.71e-06
M:17 N:14,4.06e-06,4.76e-06,3.93e-06,4.33e-06
M:17 N:15,4.15e-06,6.12e-06,3.98e-06,4.49e-06
M:17 N:16,4.87e-06,5e-06,4.8e-06,4.49e-06
M:17 N:17,4.71e-06,5.29e-06,4.57e-06,4.9e-06
M:18 N:1,1.56e-06,1.51e-06,1.6e-06,1.75e-06
M:18 N:2,1.82e-06,1.69e-06,1.79e-06,1.9e-06
M:18 N:3,1.97e-06,2.29e-06,2e-06,2.23e-06
M:18 N:4,2.38e-06,2.32e-06,2.15e-06,2.32e-06
M:18 N:5,2.47e-06,2.67e-06,2.59e-06,2.55e-06
M:18 N:6,2.71e-06,2.87e-06,2.72e-06,2.75e-06
M:18 N:7,3.15e-06,3.32e-06,2.81e-06,3.12e-06
M:18 N:8,3.14e-06,3.6e-06,3.24e-06,3.17e-06
M:18 N:9,4.16e-06,3.78e-06,3.11e-06,3.38e-06
M:18 N:10,3.4e-06,3.92e-06,3.24e-06,3.67e-06
M:18 N:11,4.38e-06,4.14e-06,4.75e-06,3.82e-06
M:18 N:12,4.24e-06,4.42e-06,3.95e-06,3.96e-06
M:18 N:13,5.21e-06,4.64e-06,3.84e-06,4.27e-06
M:18 N:14,4.3e-06,4.98e-06,4.1e-06,4.56e-06
M:18 N:15,4.47e-06,6.08e-06,4.29e-06,4.56e-06
M:18 N:16,4.88e-06,5.47e-06,5.4e-06,4.76e-06
M:18 N:17,5.7e-06,5.62e-06,4.79e-06,5.15e-06
M:18 N:18,5.18e-06,5.72e-06,4.82e-06,5.35e-06
M:19 N:1,1.7e-06,1.61e-06,1.64e-06,1.83e-06
M:19 N:2,1.93e-06,1.91e-06,1.89e-06,2.18e-06
M:19 N:3,2.16e-06,2.51e-06,2.09e-06,2.32e-06
M:19 N:4,2.34e-06,2.65e-06,2.45e-06,2.64e-06
M:19 N:5,3.38e-06,3e-06,2.56e-06,2.82e-06
M:19 N:6,2.92e-06,3.43e-06,2.84e-06,3.24e-06
M:19 N:7,3.12e-06,3.7e-06,3.06e-06,3.39e-06
M:19 N:8,3.66e-06,4.12e-06,3.33e-06,3.72e-06
M:19 N:9,3.72e-06,4.27e-06,3.63e-06,3.93e-06
M:19 N:10,4.23e-06,4.65e-06,3.86e-06,4.15e-06
M:19 N:11,4.17e-06,5.06e-06,4.14e-06,4.39e-06
M:19 N:12,7.24e-06,4.63e-06,3.73e-06,4.16e-06
M:19 N:13,4.61e-06,5.35e-06,4.48e-06,4.92e-06
M:19 N:14,4.89e-06,5.74e-06,4.64e-06,5.36e-06
M:19 N:15,5.2e-06,5.9e-06,4.89e-06,5.45e-06
M:19 N:16,5.61e-06,5.86e-06,5.62e-06,5e-06
